"Work Item Type","Title","Description","State","Area Path","Iteration Path","Priority","Tags"
"Task","chore/ab-id-implementar-configurar-variaveis-separadas-de-prod-e-test-no-azure-swa","Titulo original: Implementar - Configurar variaveis separadas de prod e test no Azure SWA. Parent Story: Configurar variaveis separadas de prod e test no Azure SWA. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'chore/ab-id-implementar-configurar-variaveis-separadas-de-prod-e-test-no-azure-swa' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-configurar-variaveis-separadas-de-prod-e-test-no-azure-swa","Titulo original: Validar e documentar - Configurar variaveis separadas de prod e test no Azure SWA. Parent Story: Configurar variaveis separadas de prod e test no Azure SWA. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-configurar-variaveis-separadas-de-prod-e-test-no-azure-swa' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-configurar-waf-e-routing-rules-staticwebapp-config-json","Titulo original: Planejar - Configurar WAF e routing rules (staticwebapp. config.json). Parent Story: Configurar WAF e routing rules (staticwebapp.config.json). Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-configurar-waf-e-routing-rules-staticwebapp-config-json' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-implementar-configurar-waf-e-routing-rules-staticwebapp-config-json","Titulo original: Implementar - Configurar WAF e routing rules (staticwebapp. config.json). Parent Story: Configurar WAF e routing rules (staticwebapp.config.json). Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'chore/ab-id-implementar-configurar-waf-e-routing-rules-staticwebapp-config-json' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-configurar-waf-e-routing-rules-staticwebapp-config-json","Titulo original: Validar e documentar - Configurar WAF e routing rules (staticwebapp. config.json). Parent Story: Configurar WAF e routing rules (staticwebapp.config.json). Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-configurar-waf-e-routing-rules-staticwebapp-config-json' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-criar-template-de-pull-request-em-github-pull-request-template-md","Titulo original: Planejar - Criar template de Pull Request em. github/pull_request_template.md. Parent Story: Criar template de Pull Request em .github/pull_request_template.md. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-criar-template-de-pull-request-em-github-pull-request-template-md' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","docs/ab-id-implementar-criar-template-de-pull-request-em-github-pull-request-template-md","Titulo original: Implementar - Criar template de Pull Request em. github/pull_request_template.md. Parent Story: Criar template de Pull Request em .github/pull_request_template.md. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'docs/ab-id-implementar-criar-template-de-pull-request-em-github-pull-request-template-md' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-criar-template-de-pull-request-em-github-pull-request-template-md","Titulo original: Validar e documentar - Criar template de Pull Request em. github/pull_request_template.md. Parent Story: Criar template de Pull Request em .github/pull_request_template.md. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-criar-template-de-pull-request-em-github-pull-request-template-md' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-integrar-monitoramento-de-erros-com-sentry","Titulo original: Planejar - Integrar monitoramento de erros com Sentry. Parent Story: Integrar monitoramento de erros com Sentry. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-integrar-monitoramento-de-erros-com-sentry' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","feature/ab-id-implementar-integrar-monitoramento-de-erros-com-sentry","Titulo original: Implementar - Integrar monitoramento de erros com Sentry. Parent Story: Integrar monitoramento de erros com Sentry. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'feature/ab-id-implementar-integrar-monitoramento-de-erros-com-sentry' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-integrar-monitoramento-de-erros-com-sentry","Titulo original: Validar e documentar - Integrar monitoramento de erros com Sentry. Parent Story: Integrar monitoramento de erros com Sentry. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-integrar-monitoramento-de-erros-com-sentry' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-separar-ambiente-de-producao-do-ambiente-de-teste","Titulo original: Planejar - Separar ambiente de producao do ambiente de teste. Parent Story: Separar ambiente de producao do ambiente de teste. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-separar-ambiente-de-producao-do-ambiente-de-teste' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-implementar-separar-ambiente-de-producao-do-ambiente-de-teste","Titulo original: Implementar - Separar ambiente de producao do ambiente de teste. Parent Story: Separar ambiente de producao do ambiente de teste. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'test/ab-id-implementar-separar-ambiente-de-producao-do-ambiente-de-teste' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-separar-ambiente-de-producao-do-ambiente-de-teste","Titulo original: Validar e documentar - Separar ambiente de producao do ambiente de teste. Parent Story: Separar ambiente de producao do ambiente de teste. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-separar-ambiente-de-producao-do-ambiente-de-teste' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","1","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-criar-ou-validar-arquivo-public-og-image-jpg","Titulo original: Planejar - Criar ou validar arquivo /public/og-image. jpg. Parent Story: Criar ou validar arquivo /public/og-image.jpg. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-criar-ou-validar-arquivo-public-og-image-jpg' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","2","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","feature/ab-id-implementar-criar-ou-validar-arquivo-public-og-image-jpg","Titulo original: Implementar - Criar ou validar arquivo /public/og-image. jpg. Parent Story: Criar ou validar arquivo /public/og-image.jpg. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'feature/ab-id-implementar-criar-ou-validar-arquivo-public-og-image-jpg' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","2","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-criar-ou-validar-arquivo-public-og-image-jpg","Titulo original: Validar e documentar - Criar ou validar arquivo /public/og-image. jpg. Parent Story: Criar ou validar arquivo /public/og-image.jpg. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-criar-ou-validar-arquivo-public-og-image-jpg' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 1","2","source:generated;kind:subtask;phase:0-30d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-adicionar-testes-de-acessibilidade-com-axe","Titulo original: Planejar - Adicionar testes de acessibilidade com axe. Parent Story: Adicionar testes de acessibilidade com axe. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-adicionar-testes-de-acessibilidade-com-axe' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","1","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-implementar-adicionar-testes-de-acessibilidade-com-axe","Titulo original: Implementar - Adicionar testes de acessibilidade com axe. Parent Story: Adicionar testes de acessibilidade com axe. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'test/ab-id-implementar-adicionar-testes-de-acessibilidade-com-axe' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","1","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-adicionar-testes-de-acessibilidade-com-axe","Titulo original: Validar e documentar - Adicionar testes de acessibilidade com axe. Parent Story: Adicionar testes de acessibilidade com axe. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-adicionar-testes-de-acessibilidade-com-axe' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","1","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-criar-testes-unitarios-para-logica-critica-jest-ou-vitest","Titulo original: Planejar - Criar testes unitarios para logica critica (Jest ou Vitest). Parent Story: Criar testes unitarios para logica critica (Jest ou Vitest). Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-criar-testes-unitarios-para-logica-critica-jest-ou-vitest' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","1","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-implementar-criar-testes-unitarios-para-logica-critica-jest-ou-vitest","Titulo original: Implementar - Criar testes unitarios para logica critica (Jest ou Vitest). Parent Story: Criar testes unitarios para logica critica (Jest ou Vitest). Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'test/ab-id-implementar-criar-testes-unitarios-para-logica-critica-jest-ou-vitest' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","1","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-criar-testes-unitarios-para-logica-critica-jest-ou-vitest","Titulo original: Validar e documentar - Criar testes unitarios para logica critica (Jest ou Vitest). Parent Story: Criar testes unitarios para logica critica (Jest ou Vitest). Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-criar-testes-unitarios-para-logica-critica-jest-ou-vitest' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","1","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-conectar-usewebvitals-a-endpoint-de-coleta","Titulo original: Planejar - Conectar useWebVitals a endpoint de coleta. Parent Story: Conectar useWebVitals a endpoint de coleta. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-conectar-usewebvitals-a-endpoint-de-coleta' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","perf/ab-id-implementar-conectar-usewebvitals-a-endpoint-de-coleta","Titulo original: Implementar - Conectar useWebVitals a endpoint de coleta. Parent Story: Conectar useWebVitals a endpoint de coleta. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'perf/ab-id-implementar-conectar-usewebvitals-a-endpoint-de-coleta' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-conectar-usewebvitals-a-endpoint-de-coleta","Titulo original: Validar e documentar - Conectar useWebVitals a endpoint de coleta. Parent Story: Conectar useWebVitals a endpoint de coleta. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-conectar-usewebvitals-a-endpoint-de-coleta' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-definir-bundle-size-budget-no-ci","Titulo original: Planejar - Definir bundle size budget no CI. Parent Story: Definir bundle size budget no CI. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-definir-bundle-size-budget-no-ci' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","perf/ab-id-implementar-definir-bundle-size-budget-no-ci","Titulo original: Implementar - Definir bundle size budget no CI. Parent Story: Definir bundle size budget no CI. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'perf/ab-id-implementar-definir-bundle-size-budget-no-ci' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-definir-bundle-size-budget-no-ci","Titulo original: Validar e documentar - Definir bundle size budget no CI. Parent Story: Definir bundle size budget no CI. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-definir-bundle-size-budget-no-ci' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-implementar-formulario-de-contato-com-validacao","Titulo original: Planejar - Implementar formulario de contato com validacao. Parent Story: Implementar formulario de contato com validacao. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-implementar-formulario-de-contato-com-validacao' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","feature/ab-id-implementar-implementar-formulario-de-contato-com-validacao","Titulo original: Implementar - Implementar formulario de contato com validacao. Parent Story: Implementar formulario de contato com validacao. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'feature/ab-id-implementar-implementar-formulario-de-contato-com-validacao' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-implementar-formulario-de-contato-com-validacao","Titulo original: Validar e documentar - Implementar formulario de contato com validacao. Parent Story: Implementar formulario de contato com validacao. Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-implementar-formulario-de-contato-com-validacao' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","2","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-configurar-pwa-manifest-e-install-prompt","Titulo original: Planejar - Configurar PWA (manifest e install prompt). Parent Story: Configurar PWA (manifest e install prompt). Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-configurar-pwa-manifest-e-install-prompt' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","3","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","feature/ab-id-implementar-configurar-pwa-manifest-e-install-prompt","Titulo original: Implementar - Configurar PWA (manifest e install prompt). Parent Story: Configurar PWA (manifest e install prompt). Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'feature/ab-id-implementar-configurar-pwa-manifest-e-install-prompt' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","3","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","test/ab-id-validar-e-documentar-configurar-pwa-manifest-e-install-prompt","Titulo original: Validar e documentar - Configurar PWA (manifest e install prompt). Parent Story: Configurar PWA (manifest e install prompt). Objetivo: validar entrega (teste/manual/CI) e atualizar documentacao necessaria. Execucao: branch 'test/ab-id-validar-e-documentar-configurar-pwa-manifest-e-install-prompt' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 2","3","source:generated;kind:subtask;phase:30-60d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-planejar-adicionar-arquivo-github-codeowners","Titulo original: Planejar - Adicionar arquivo. github/CODEOWNERS. Parent Story: Adicionar arquivo .github/CODEOWNERS. Objetivo: detalhar escopo tecnico, dependencias e criterio de pronto para implementacao. Execucao: branch 'chore/ab-id-planejar-adicionar-arquivo-github-codeowners' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
"Task","chore/ab-id-implementar-adicionar-arquivo-github-codeowners","Titulo original: Implementar - Adicionar arquivo. github/CODEOWNERS. Parent Story: Adicionar arquivo .github/CODEOWNERS. Objetivo: implementar a solucao tecnica conforme escopo aprovado da story. Execucao: branch 'chore/ab-id-implementar-adicionar-arquivo-github-codeowners' a partir de 'develop'; commits em 'tipo(escopo): descricao AB#<ID>'; PR para 'develop' com AB#<ID>.","New","mandure-servicos","mandure-servicos\Iteration 3","2","source:generated;kind:subtask;phase:60-90d;workflow:gitflow;workflow:conventional-commits"
